AÑO;DISTRITO;BARRIO;Total Españoles;Total Extranjeros
2020;17. Villaverde;174. Los Rosales;29.919;7.691
2020;17. Villaverde;175. Ángeles;26.694;5.966
2020;18. Villa de Vallecas;18. Villa de Vallecas;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;;
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;32.784;7.175
2020;18. Villa de Vallecas;182. Santa Eugenia;21.664;2.630
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;44.354;6.088
2020;19. Vicálvaro;19. Vicálvaro;;
2020;19. Vicálvaro;19. Vicálvaro;;
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;27.940;7.540
2020;19. Vicálvaro;192. Valdebernardo;16.227;1.286
2020;19. Vicálvaro;193. Valderribas;17.280;674
2020;19. Vicálvaro;194. El Cañaveral;4.725;511
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;
2020;20. San Blas-Canillejas;201. Simancas;22.938;5.352
2020;20. San Blas-Canillejas;202. Hellín;7.848;1.489
2020;20. San Blas-Canillejas;203. Amposta;7.128;1.776
2020;20. San Blas-Canillejas;204. Arcos;22.022;2.875
2020;20. San Blas-Canillejas;205. Rosas;29.512;1.940
2020;20. San Blas-Canillejas;206. Rejas;13.930;3.129
2020;20. San Blas-Canillejas;207. Canillejas;23.937;4.920
2020;20. San Blas-Canillejas;208. El Salvador;10.336;1.008
2020;21. Barajas;21. Barajas;;
2020;21. Barajas;21. Barajas;;
2020;21. Barajas;211. Alameda de Osuna;18.444;1.229
2020;21. Barajas;212. Aeropuerto;1.486;433
2020;21. Barajas;213. Casco Histórico de Barajas;6.036;1.454
2020;21. Barajas;214. Timón;11.947;1.407
2020;21. Barajas;215. Corralejos;7.162;503
