AÑO;DISTRITO;BARRIO;Censo electoral;Abstención;Votos nulos;Votos blancos;Votos a candidaturas;PACMA;Ciudadanos;PSOE;PH;PCTE;PCPE;PUM+J;PACT;VOX;PODEMOS-IUEQUO;PP;RECORTES CERO-GV-PCAS-TC;PODEMOS-IU;MÁS PAÍS-EQUO
2017;07. Chamberí;073. Trafalgar;19.089;3.597;102;114;15.276;187;3.261;3.703;12;7;3;25;68;1.931;2.416;3.640;23;-;-
2017;07. Chamberí;074. Almagro;14.942;2.308;56;57;12.521;91;2.472;1.909;6;3;2;9;24;2.340;855;4.799;11;-;-
2017;07. Chamberí;075. Ríos Rosas;21.371;3.657;101;124;17.489;135;4.021;3.597;13;5;5;16;72;2.758;1.890;4.962;15;-;-
2017;07. Chamberí;076. Vallehermoso;16.377;2.391;66;80;13.840;97;2.982;2.216;4;2;3;26;59;2.539;1.169;4.730;13;-;-
2017;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;181.513;30.990;948;942;148.633;1.499;35.270;34.696;95;56;56;196;570;22.677;17.845;35.458;215;-;-
2017;08. Fuencarral-El Pardo;081. El Pardo;2.888;605;25;14;2.244;35;380;420;1;5;2;1;5;568;209;615;3;-;-
2017;08. Fuencarral-El Pardo;082. Fuentelarreina;2.454;335;5;5;2.109;11;454;180;0;1;0;3;1;469;73;916;1;-;-
2017;08. Fuencarral-El Pardo;083. Peñagrande;35.208;6.055;257;178;28.718;279;6.468;7.653;19;7;14;38;103;3.798;3.818;6.481;40;-;-
2017;08. Fuencarral-El Pardo;084. Pilar;36.621;7.798;196;198;28.429;383;5.426;8.330;24;15;16;37;134;3.353;4.367;6.286;58;-;-
2017;08. Fuencarral-El Pardo;085. La Paz;28.232;3.891;116;125;24.100;215;5.650;5.426;22;9;2;18;97;3.563;2.292;6.777;29;-;-
2017;08. Fuencarral-El Pardo;086. Valverde;41.115;7.595;247;220;33.053;360;8.881;7.809;17;11;15;66;147;4.884;4.533;6.278;52;-;-
2017;08. Fuencarral-El Pardo;087. Mirasierra;23.742;2.981;70;134;20.557;145;5.225;3.384;9;6;7;21;51;4.073;1.692;5.918;26;-;-
2017;08. Fuencarral-El Pardo;088. El Goloso;11.253;1.730;32;68;9.423;71;2.786;1.494;3;2;0;12;32;1.969;861;2.187;6;-;-
2017;09. Moncloa-Aravaca;09. Moncloa-Aravaca;89.528;15.135;436;475;73.482;646;15.210;15.777;55;24;24;87;299;12.086;9.248;19.930;96;-;-
2017;09. Moncloa-Aravaca;091. Casa de Campo;10.543;1.904;54;58;8.527;106;1.610;2.241;10;5;6;11;47;1.038;1.567;1.870;16;-;-
2017;09. Moncloa-Aravaca;092. Argüelles;18.867;3.363;85;105;15.314;139;3.104;3.073;6;5;1;13;53;2.659;1.797;4.456;8;-;-
2017;09. Moncloa-Aravaca;093. Ciudad Universitaria;12.534;1.921;60;67;10.486;76;2.331;1.932;7;2;3;20;38;1.712;1.074;3.277;14;-;-
2017;09. Moncloa-Aravaca;094. Valdezarza;22.862;4.484;159;127;18.092;191;3.530;5.422;19;7;9;31;115;1.949;3.171;3.609;39;-;-
2017;09. Moncloa-Aravaca;095. Valdemarín;4.181;553;10;7;3.611;16;762;237;0;0;1;1;3;1.065;74;1.451;1;-;-
2017;09. Moncloa-Aravaca;096. El Plantío;1.964;306;3;10;1.645;3;311;166;0;0;0;1;2;433;86;641;2;-;-
2017;09. Moncloa-Aravaca;097. Aravaca;18.577;2.604;65;101;15.807;115;3.562;2.706;13;5;4;10;41;3.230;1.479;4.626;16;-;-
2017;10. Latina;10. Latina;174.533;39.098;1.189;860;133.386;1.693;22.815;39.704;148;89;81;194;729;15.234;24.867;27.518;314;-;-
2017;10. Latina;101. Los Cármenes;12.545;3.233;67;44;9.201;113;1.602;2.928;15;3;7;8;55;1.047;1.953;1.448;22;-;-
2017;10. Latina;102. Puerta del Ángel;29.471;7.689;198;133;21.451;323;3.490;6.410;21;14;14;28;105;2.228;4.654;4.107;57;-;-
2017;10. Latina;103. Lucero;25.888;6.103;204;133;19.448;240;3.337;5.912;18;10;14;18;103;2.024;3.890;3.838;44;-;-
2017;10. Latina;104. Aluche;49.253;10.329;350;271;38.303;448;6.416;11.419;42;28;24;82;188;4.047;6.432;9.084;93;-;-
2017;10. Latina;105. Campamento;13.533;2.901;72;69;10.491;135;1.904;2.404;18;12;8;13;46;1.743;1.543;2.647;18;-;-
2017;10. Latina;106. Cuatro Vientos;4.007;787;25;18;3.177;43;790;875;6;2;2;7;34;441;605;370;2;-;-
2017;10. Latina;107. Águilas;39.836;8.056;273;192;31.315;391;5.276;9.756;28;20;12;38;198;3.704;5.790;6.024;78;-;-
2017;11. Carabanchel;11. Carabanchel;171.454;44.641;1.156;852;124.805;1.605;22.170;39.446;145;105;88;205;751;14.130;23.660;22.222;278;-;-
2017;11. Carabanchel;111. Comillas;16.267;4.101;104;75;11.987;147;2.030;3.551;13;13;7;23;53;1.350;2.339;2.429;32;-;-
2017;11. Carabanchel;112. Opañel;22.771;5.813;159;105;16.694;206;2.926;5.115;15;15;14;28;106;1.832;3.218;3.195;24;-;-
2017;11. Carabanchel;113. San Isidro;26.761;7.687;168;128;18.778;264;3.029;6.161;24;22;11;27;87;1.978;3.883;3.250;42;-;-
2017;11. Carabanchel;114. Vista Alegre;31.105;8.386;240;143;22.336;251;3.680;6.973;24;17;11;33;124;2.508;3.997;4.663;55;-;-
2017;11. Carabanchel;115. Puerta Bonita;22.679;6.676;114;105;15.784;208;2.694;5.312;26;15;9;39;110;1.769;2.893;2.669;40;-;-
2017;11. Carabanchel;116. Buenavista;31.648;6.588;243;202;24.615;336;5.200;7.466;27;15;19;43;186;2.954;4.804;3.513;52;-;-
2017;11. Carabanchel;117. Abrantes;20.223;5.390;128;94;14.611;193;2.611;4.868;16;8;17;12;85;1.739;2.526;2.503;33;-;-
2017;12. Usera;12. Usera;90.148;26.107;594;414;63.033;977;10.263;22.596;72;82;63;113;419;6.351;12.844;9.082;171;-;-
2017;12. Usera;121. Orcasitas;16.927;3.858;147;106;12.816;237;2.139;4.816;9;8;4;23;87;1.289;2.809;1.358;37;-;-
2017;12. Usera;122. Orcasur;9.558;3.146;48;40;6.324;116;1.021;2.451;12;1;6;7;34;632;1.315;715;14;-;-
2017;12. Usera;123. San Fermín;15.197;4.241;117;81;10.758;139;1.827;3.795;9;21;12;29;80;1.215;2.177;1.411;43;-;-
2017;12. Usera;124. Almendrales;13.000;4.113;90;60;8.737;111;1.535;3.123;11;11;13;18;62;811;1.552;1.471;19;-;-
2017;12. Usera;125. Moscardó;16.564;4.604;98;58;11.804;208;1.933;3.773;16;26;7;14;68;1.186;2.367;2.183;23;-;-
2017;12. Usera;126. Zofío;9.098;2.672;53;35;6.338;87;943;2.295;7;3;13;9;49;572;1.456;880;24;-;-
2017;12. Usera;127. Pradolongo;9.804;3.473;41;34;6.256;79;865;2.343;8;12;8;13;39;646;1.168;1.064;11;-;-
2017;13. Puente de Vallecas;13. Puente de Vallecas;164.403;45.760;1.048;759;116.836;1.855;16.252;44.329;152;145;117;187;659;9.832;30.195;12.786;327;-;-
2017;13. Puente de Vallecas;131. Entrevías;24.758;7.412;150;113;17.083;298;2.059;7.274;25;20;19;18;75;1.448;4.296;1.505;46;-;-
2017;13. Puente de Vallecas;132. San Diego;25.073;8.660;177;92;16.144;266;2.100;6.179;22;25;23;32;102;1.401;4.099;1.824;71;-;-
2017;13. Puente de Vallecas;133. Palomeras Bajas;29.566;6.795;202;141;22.428;321;3.152;8.026;23;27;20;36;140;1.575;6.706;2.328;74;-;-
2017;13. Puente de Vallecas;134. Palomeras Sureste;31.997;7.897;183;129;23.788;358;3.643;9.215;23;26;20;25;132;1.995;6.133;2.171;47;-;-
2017;13. Puente de Vallecas;135. Portazgo;20.778;5.758;128;113;14.779;223;1.956;5.658;24;19;17;24;76;1.296;3.660;1.783;43;-;-
2017;13. Puente de Vallecas;136. Numancia;32.231;9.238;208;171;22.614;389;3.342;7.977;35;28;18;52;134;2.117;5.301;3.175;46;-;-
2017;14. Moratalaz;14. Moratalaz;74.750;15.015;463;373;58.899;708;11.057;17.740;58;38;38;99;298;6.119;10.660;11.979;105;-;-
2017;14. Moratalaz;141. Pavones;7.038;1.556;39;35;5.408;79;1.045;1.834;6;1;5;13;44;521;1.066;783;11;-;-
2017;14. Moratalaz;142. Horcajo;4.830;790;32;34;3.974;30;1.043;1.138;1;5;3;6;24;417;734;566;7;-;-
2017;14. Moratalaz;143. Marroquina;22.631;3.637;126;103;18.765;187;3.725;5.261;16;7;6;33;86;2.012;3.055;4.348;29;-;-
2017;14. Moratalaz;144. Media Legua;14.246;3.079;86;75;11.006;130;1.981;3.124;11;12;4;13;47;1.263;1.903;2.502;16;-;-
2017;14. Moratalaz;145. Fontarrón;12.807;3.220;85;72;9.430;150;1.496;3.191;4;3;12;9;56;891;1.952;1.645;21;-;-
2017;14. Moratalaz;146. Vinateros;13.198;2.733;95;54;10.316;132;1.767;3.192;20;10;8;25;41;1.015;1.950;2.135;21;-;-
2017;15. Ciudad Lineal;15. Ciudad Lineal;160.154;35.136;931;816;123.271;1.436;25.616;33.240;104;61;66;183;622;15.130;17.893;28.669;251;-;-
2017;15. Ciudad Lineal;151. Ventas;35.283;8.845;264;177;25.997;347;4.756;8.152;29;9;22;26;146;2.662;4.465;5.335;48;-;-
2017;15. Ciudad Lineal;152. Pueblo Nuevo;44.569;11.178;301;179;32.911;404;6.252;10.500;37;27;13;54;197;3.258;5.641;6.435;93;-;-
2017;15. Ciudad Lineal;153. Quintana;17.746;4.357;91;103;13.195;195;2.535;3.806;12;8;9;26;80;1.505;2.157;2.834;28;-;-
2017;15. Ciudad Lineal;154. Concepción;15.686;3.344;75;90;12.177;139;2.611;3.068;8;7;10;19;72;1.546;1.882;2.793;22;-;-
2017;15. Ciudad Lineal;155. San Pascual;14.420;2.533;83;82;11.722;141;2.632;3.078;8;3;6;7;37;1.419;1.554;2.812;25;-;-
2017;15. Ciudad Lineal;156. San Juan Bautista;9.380;1.415;35;59;7.871;72;1.967;1.591;4;2;3;10;27;1.089;917;2.182;7;-;-
2017;15. Ciudad Lineal;157. Colina;4.768;762;19;29;3.958;40;979;815;2;1;0;11;25;619;419;1.040;7;-;-
2017;15. Ciudad Lineal;158. Atalaya;1.129;210;3;4;912;7;203;146;1;1;1;0;1;119;57;373;3;-;-
2017;15. Ciudad Lineal;159. Costillares;17.173;2.492;60;93;14.528;91;3.681;2.084;3;3;2;30;37;2.913;801;4.865;18;-;-
2017;16. Hortaleza;16. Hortaleza;136.853;24.156;701;741;111.255;1.246;27.399;27.043;102;65;40;157;460;15.967;14.738;23.842;196;-;-
2017;16. Hortaleza;161. Palomas;4.698;605;19;24;4.050;27;1.138;563;1;0;0;3;10;812;245;1.246;5;-;-
2017;16. Hortaleza;162. Piovera;10.201;1.490;24;46;8.641;58;2.354;1.354;8;4;2;6;17;1.585;661;2.586;6;-;-
2017;16. Hortaleza;163. Canillas;32.202;5.898;186;168;25.950;329;5.618;7.498;18;15;10;38;113;2.870;4.132;5.251;58;-;-
2017;16. Hortaleza;164. Pinar del Rey;40.900;8.440;224;222;32.014;400;6.575;9.446;50;23;17;50;170;3.839;5.088;6.289;67;-;-
2017;16. Hortaleza;165. Apóstol Santiago;12.058;2.522;77;58;9.401;146;2.061;2.472;9;14;2;18;34;1.383;1.452;1.791;19;-;-
2017;16. Hortaleza;166. Valdefuentes;36.794;5.201;171;223;31.199;286;9.653;5.710;16;9;9;42;116;5.478;3.160;6.679;41;-;-
2017;17. Villaverde;17. Villaverde;98.354;26.076;707;467;71.104;988;11.699;26.353;85;63;56;128;380;7.153;14.080;9.903;216;-;-
2017;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;29.974;8.512;221;122;21.119;296;3.228;8.158;24;16;11;33;114;2.147;4.199;2.841;52;-;-
2017;17. Villaverde;172. San Cristóbal;8.537;3.407;44;24;5.062;79;562;2.281;15;13;12;11;17;408;1.007;622;35;-;-
2017;17. Villaverde;173. Butarque;11.771;2.466;81;93;9.131;137;1.940;2.979;12;5;7;23;59;1.063;2.066;825;15;-;-
2017;17. Villaverde;174. Los Rosales;25.177;6.298;198;133;18.548;254;3.259;6.971;19;12;14;41;107;1.702;3.661;2.435;73;-;-
2017;17. Villaverde;175. Ángeles;22.895;5.393;163;95;17.244;222;2.710;5.964;15;17;12;20;83;1.833;3.147;3.180;41;-;-
2017;18. Villa de Vallecas;18. Villa de Vallecas;76.648;16.678;573;432;58.965;1.004;12.298;18.646;56;31;28;108;377;6.282;13.313;6.684;138;-;-
2017;18. Villa de Vallecas;181. Casco Histórico de Vallecas;27.459;7.797;220;131;19.311;346;3.071;7.130;19;17;15;24;103;1.780;4.618;2.133;55;-;-
2017;18. Villa de Vallecas;182. Santa Eugenia;19.122;3.487;139;96;15.400;214;3.071;4.958;12;7;6;21;71;1.688;2.884;2.440;28;-;-
2017;18. Villa de Vallecas;183. Ensanche de Vallecas;30.067;5.394;214;205;24.254;444;6.156;6.558;25;7;7;63;203;2.814;5.811;2.111;55;-;-
2017;19. Vicálvaro;19. Vicálvaro;50.275;9.978;373;292;39.632;523;8.290;12.907;43;24;32;59;265;4.072;8.181;5.158;78;-;-
2017;19. Vicálvaro;191. Casco Histórico de Vicálvaro;23.542;6.367;172;97;16.906;270;2.890;6.085;18;11;19;23;86;1.760;3.080;2.632;32;-;-
2017;19. Vicálvaro;192. Valdebernardo;13.695;2.182;92;76;11.345;122;2.233;3.755;12;13;8;19;98;1.009;2.821;1.234;21;-;-
2017;19. Vicálvaro;193. Valderribas;12.007;1.305;99;103;10.500;107;2.912;2.870;12;0;5;15;79;1.159;2.112;1.206;23;-;-
2017;19. Vicálvaro;194. El Cañaveral;1.031;124;10;16;881;24;255;197;1;0;0;2;2;144;168;86;2;-;-
2017;20. San Blas-Canillejas;20. San Blas-Canillejas;114.893;25.070;733;597;88.493;1.303;18.900;27.161;91;52;55;110;492;9.931;15.947;14.236;215;-;-
2017;20. San Blas-Canillejas;201. Simancas;19.229;4.853;123;94;14.159;237;2.907;4.494;21;7;6;24;79;1.592;2.551;2.192;49;-;-
2017;20. San Blas-Canillejas;202. Hellín;6.983;1.980;47;30;4.926;96;732;1.813;4;3;7;3;27;425;1.156;647;13;-;-
2017;20. San Blas-Canillejas;203. Amposta;6.080;2.128;19;31;3.902;81;579;1.545;7;3;3;6;18;359;752;536;13;-;-
2017;20. San Blas-Canillejas;204. Arcos;18.058;4.550;141;84;13.283;210;2.391;4.583;19;8;8;24;80;1.406;2.795;1.711;48;-;-
2017;20. San Blas-Canillejas;205. Rosas;23.772;3.087;159;164;20.362;246;5.015;6.034;17;14;8;31;109;2.104;3.704;3.047;33;-;-
2017;20. San Blas-Canillejas;206. Rejas;10.683;2.171;51;43;8.418;105;2.346;2.023;4;4;8;4;49;1.227;1.208;1.430;10;-;-
2017;20. San Blas-Canillejas;207. Canillejas;21.061;4.940;150;104;15.867;246;3.104;4.777;14;11;14;9;82;1.772;2.780;3.016;42;-;-
2017;20. San Blas-Canillejas;208. El Salvador;9.027;1.361;43;47;7.576;82;1.826;1.892;5;2;1;9;48;1.046;1.001;1.657;7;-;-
2017;21. Barajas;21. Barajas;35.427;5.799;234;184;29.210;375;7.484;7.052;27;10;29;44;112;4.108;4.055;5.866;48;-;-
2017;21. Barajas;211. Alameda de Osuna;15.017;2.021;76;70;12.850;121;3.168;2.986;8;2;3;21;46;1.791;1.657;3.021;26;-;-
2017;21. Barajas;212. Aeropuerto;1.233;389;15;5;824;6;170;263;1;1;1;1;0;131;153;93;4;-;-
2017;21. Barajas;213. Casco Histórico de Barajas;5.436;1.295;62;22;4.057;91;795;1.192;7;1;3;6;24;541;684;709;4;-;-
2017;21. Barajas;214. Timón;8.608;1.364;64;57;7.123;109;1.891;1.835;9;2;18;15;29;933;1.210;1.063;9;-;-
2017;21. Barajas;215. Corralejos;5.133;730;17;30;4.356;48;1.460;776;2;4;4;1;13;712;351;980;5;-;-
2019;01. Centro;01. Centro;97.675;27.692;379;488;69.116;589;4.930;18.436;54;31;41;69;-;7.660;-;14.118;104;14.863;8.221
2019;01. Centro;011. Palacio;17.616;4.602;73;95;12.846;111;898;3.425;9;2;7;16;-;1.521;-;2.771;20;2.578;1.488
2019;01. Centro;012. Embajadores;30.941;9.237;115;132;21.457;161;1.126;5.780;23;14;19;24;-;1.987;-;3.224;32;6.231;2.836
2019;01. Centro;013. Cortes;7.554;2.057;22;43;5.432;38;436;1.384;4;1;2;5;-;616;-;1.313;8;1.013;612
2019;01. Centro;014. Justicia;12.778;3.596;43;76;9.063;87;862;2.342;5;3;5;8;-;1.223;-;2.489;9;1.130;900
2019;01. Centro;015. Universidad;23.696;6.594;108;126;16.868;167;1.347;4.591;10;8;6;12;-;1.817;-;3.499;30;3.339;2.042
2019;01. Centro;016. Sol;5.090;1.606;18;16;3.450;25;261;914;3;3;2;4;-;496;-;822;5;572;343
2019;02. Arganzuela;02. Arganzuela;120.180;25.697;590;817;93.076;612;8.680;23.976;54;42;51;116;-;12.518;-;23.400;122;15.001;8.504
2019;02. Arganzuela;021. Imperial;18.416;3.712;96;115;14.493;91;1.375;3.589;4;3;8;15;-;2.174;-;3.802;11;2.160;1.261
2019;02. Arganzuela;022. Acacias;30.242;5.855;144;214;24.029;144;2.261;6.325;15;6;11;23;-;2.986;-;6.293;20;3.690;2.255
2019;02. Arganzuela;023. Chopera;15.483;3.990;76;78;11.339;85;832;3.067;5;14;8;24;-;1.402;-;2.765;18;2.160;959
2019;02. Arganzuela;024. Legazpi;14.377;2.610;83;139;11.545;75;1.464;2.897;5;2;1;13;-;1.647;-;2.679;17;1.665;1.080
2019;02. Arganzuela;025. Delicias;20.960;4.527;98;142;16.193;104;1.477;4.189;7;7;8;21;-;2.313;-;4.077;23;2.539;1.428
2019;02. Arganzuela;026. Palos de Moguer;19.849;4.837;89;122;14.801;107;1.211;3.748;12;9;15;20;-;1.873;-;3.655;29;2.664;1.458
2019;02. Arganzuela;027. Atocha;853;166;4;7;676;6;60;161;6;1;0;0;-;123;-;129;4;123;63
2019;03. Retiro;03. Retiro;95.401;18.809;412;647;75.533;416;7.299;15.876;31;12;27;94;-;13.059;-;26.517;62;7.160;4.980
2019;03. Retiro;031. Pacífico;27.140;5.562;139;167;21.272;145;2.002;5.064;12;2;15;18;-;3.277;-;6.593;20;2.488;1.636
2019;03. Retiro;032. Adelfas;14.850;2.897;71;107;11.775;69;1.229;2.869;5;6;2;11;-;1.855;-;3.414;20;1.363;932
2019;03. Retiro;033. Estrella;19.085;3.243;90;141;15.611;64;1.530;3.021;4;3;4;26;-;2.724;-;6.068;13;1.290;864
2019;03. Retiro;034. Ibiza;16.692;3.751;55;120;12.766;83;1.198;2.670;6;0;6;19;-;2.234;-;4.535;5;1.163;847
2019;03. Retiro;035. Los Jerónimos;5.479;1.255;13;31;4.180;21;354;643;1;1;0;2;-;937;-;1.747;1;280;193
2019;03. Retiro;036. Niño Jesús;12.155;2.101;44;81;9.929;34;986;1.609;3;0;0;18;-;2.032;-;4.160;3;576;508
2019;04. Salamanca;04. Salamanca;111.079;24.132;472;671;85.804;477;8.311;14.559;30;12;20;102;-;17.471;-;35.341;80;5.686;3.715
2019;04. Salamanca;041. Recoletos;11.397;2.492;30;52;8.823;38;731;899;2;1;1;7;-;2.128;-;4.609;4;222;181
2019;04. Salamanca;042. Goya;22.555;5.252;77;116;17.110;100;1.794;2.933;3;1;5;28;-;3.615;-;6.857;17;1.047;710
